date	deaths	injuries	location	description
1887-06-12T05:00:00.000Z	1	0	Cleveland, Tennessee	Will Guess shot and killed teacher Miss Irene Fann, for whipping his little sister the day before.[29]
1889-06-13T05:00:00.000Z	0	0	New Brunswick, New Jersey	Charles Crawford, upset over an argument with a school trustee, went up to the window and fired a pistol into a crowded schoolroom. The bullet lodged in the wall just above the teacher's head.[30]
1890-04-24T05:00:00.000Z	0	1	Brazil, Indiana	While the pupils of the Meridian Street School were at play, student Ben Corbery drew a revolver and seriously wounded 10-year-old Cora Brubach in the face. Cora had told the teacher about Ben's misconduct.[31]
1890-12-27T05:00:00.000Z	1	0	Staunton, Virginia	At Kable's Military Academy, 15-year-old A.H. Hathaway of Denison, Texas, was accidentally shot and killed by his 17-year-old classmate James Whitworth of Sulphur Springs, Texas, while they were playing with an old pistol.[32]
1891-03-30T05:00:00.000Z	0	14	Liberty, Mississippi	During a school exhibition and concert at the Parson Hill schoolhouse, an unknown gunman fired a double-barreled shotgun into the mixed audience, made up of black and white students, parents and teachers. Fourteen people were wounded, some seriously.[33]
1891-04-09T05:00:00.000Z	0	0	Newburgh, New York	70-year-old James Foster fired a shotgun at a group of students in the playground of St. Mary's Parochial School, causing minor injuries to several of the students.[34]
1893-03-26T05:00:00.000Z	4	1	Plain Dealing, Louisiana	During an evening school dance at Plain Dealing High School, a fight broke out. Two students were shot and killed immediately, two more were fatally wounded, and the high school's Professor Johnson was wounded in the arm.[35]
1898-12-13T05:00:00.000Z	6	1	Charleston, West Virginia	During the school exhibition, a group of young men tried to break up a student performance. When teacher Mr. Fisher tried to throw them out, they turned on him. Audience members joined the fray. Harry Flasher was shot and instantly killed, Henry Carney was fatally shot in the back, Ralph Jones and two others were also fatally shot, and George Gibson was shot in the hand; Haz Harding had his skull crushed, and several others received minor wounds.[36]
1903-02-24T05:00:00.000Z	1	0	Inman, South Carolina	Edward Foster, a 17-year-old student at Inman High School, was fatally wounded by his teacher Reuben Pitts after jerking a rod from Pitts' hands to avoid punishment. According to the teacher, Foster struck the pistol Pitts had drawn, and caused it to fire. Pitts was acquitted of murder on grounds of self-defense.[37]
1903-07-21T05:00:00.000Z	2	1	Jackson, Kentucky	At the Cave Run School, James Barrett and Mack Howard argued over a card game and fought a duel with pistols, killing each other. 12-year-old student, James Vires, was shot in the abdomen while sitting at his desk during the gunfight.[38]
1904-04-06T05:00:00.000Z	1	0	Chicago, Illinois	Two students had been fighting for months over a girl. Henry Schaze threw 16-year-old Paul Jelick to the ground, drew a revolver, and killed his rival.[39]
1904-11-16T05:00:00.000Z	2	1	Riverside, California	At the Indian School, a gun fight broke out between pupils. Charles Colby was shot in the head with a pistol, then returned fire, killing Tom Bucanoros, and fatally wounding Fred Smith.[40]
1904-12-16T05:00:00.000Z	1	1	Magee, Mississippi	Parent E.E. Mangum was shot through the head and killed by the principal of the high school, Professor J.E. Woodward, after shooting the principal in the hand. Mangum had argued with Woodward, who had given Mangum's 15-year-old son a severe whipping.[41]
1905-02-09T05:00:00.000Z	0	1	Colusa, California	The meeting of 17-year-old Elmer Hildreth with a school Trustee ended in an armed encounter over Hildreth's being suspended. When Mr. Ingrim went after Hildreth with an axe, Hildreth shot him in the stomach. Hildreth was arrested and was found to have acted in self-defense; no charges were filed. Ingrim survived.[42]
1905-10-05T05:00:00.000Z	1	0	Hickman, Kentucky	Parent George Nicholson killed John Kurd at a schoolhouse during a school rehearsal. Kurd had made a disparaging remark about Nicholson's daughter during her recital.[43]
1907-12-20T05:00:00.000Z	1	0	Chico, California	9-year-old Arthur Roberts was shot in the head and killed outside his school during a military drill by school children of the Dayton school district. Armed with old guns believed to be empty, the children had pulled the triggers.[44]
1908-01-10T05:00:00.000Z	0	0	Council Bluffs, Iowa	At around 6 a.m., as George O Mortensen, 35-year-old janitor of the Washington street school building, was unlocking the outer door of the school, someone discharged a shotgun from a few feet away. The shot riddled the door within a foot of his head.[45]
1908-03-11T05:00:00.000Z	2	0	Boston, Massachusetts	Thirty-nine-year-old teacher Miss Sarah Chamberlain Weed killed thirty-four-year-old teacher Elizabeth Bailey Hardee, then shot herself, at the Laurens School, a fashionable boarding school. Weed was said to be suffering from melancholia (depression).[46]
1909-03-19T05:00:00.000Z	0	1	Mount Vernon, Illinois	During a school performance of The Grand Central, John Moake, portraying the villain, was shot in the forehead and dangerously wounded by the hero, Roy Slater. The cartridge was thought to have been blank.[47]
1909-06-10T05:00:00.000Z	1	0	Trinidad, Colorado	Walter Harris, 11-year-old student, accidentally shot his teacher, B.C. Briggs, in the head while on a school field trip, killing him.[48]
1909-09-11T05:00:00.000Z	1	0	McDonald County, Missouri	John Butram, a student at the Bear Hollow School, told his fellow students that school was cancelled. The teacher A.T. Kelly said it was not. When Butram drew a knife on his teacher, Kelly shot and killed him.[49]
1910-01-12T05:00:00.000Z	2	0	New York City, New York	"""A black bearded maniac drew an automatic pistol"" and fired five shots into a crowd of boys at the Harlem School, who were taunting him. 6-year-old Robert Lomas, was hit and died instantly; 6-year-old Arthur Shively, was critically wounded.[50]"
1910-08-16T05:00:00.000Z	1	0	Lexington, Kentucky	A general fight broke out during school board elections. Lewis Napier was shot and killed, and several other persons were hurt. Several men were arrested.[51]
1911-04-27T05:00:00.000Z	1	0	Manhattan, Kansas	During a school play rehearsal, a boy loaded his revolver, unknown to others. Pearl Reedy, an 18-year-old girl who was to use the gun in the play, said she was afraid to handle it. The teacher said she didn't need to fear it and pointed it at Reedy, squeezing the trigger. Reedy was fatally wounded.[52]
1912-01-31T05:00:00.000Z	1	0	San Francisco, California	During a stone throwing confrontation near the Oriental School on Clay Street, a group of white boys became trapped between two groups of Chinese boys. Jose Aguilar fired a BB shot air rifle twice to frighten the Chinese. 10-year-old Wong She had a gun and fired back. One bullet passed through Aguilar's coat sleeve and fatally struck 14-year-old James Kane in the school's rear yard.[53][54]
1912-02-16T05:00:00.000Z	1	0	Lagrange, New York	14-year-old May McQuade was killed by classmate Raymond B. Carroll. Carroll said the shooting was accidental as he did not think the gun was loaded.[55]
1914-11-19T05:00:00.000Z	1	0	Sayre, Pennsylvania	While walking to school, 14-year-old Charles Listman killed 15-year-old Andrew Milton over rivalry for classmate 13-year-old Minnie London.[56]
1915-01-13T05:00:00.000Z	0	1	Vancouver, Washington	During a parent-teachers' meeting, 15-year-old student Murlan Decker was accidentally shot by his younger brother, Luther.[57]
1915-02-03T05:00:00.000Z	1	1	Jasper, Florida	20-year-old Will Yates, teacher of Clear Pond school in Hamilton County, Florida, was shot and killed in a fight with Claude Holtzendorff and his two sons. The Holtzendorffs objected to one of the boys being whipped at school. When they showed up, Yates had armed himself. He shot the father through the mouth, and was fatally shot through the body, dying an hour later.[58]
1916-09-20T05:00:00.000Z	0	1	Bemidji, Minnesota	Olga Dahl, the 19-year-old teacher at the Round Lake District School, was found tied to a tree near the school, assaulted, and shot twice in the face. She had been working late after school, when a man with a revolver entered the school house and ordered her to obey him. He raped and shot her; she was expected to live. A group of men in Itasca County joined in hunting the assailant.[59][60]
1916-12-26T05:00:00.000Z	1	0	Danville, Kentucky	During the Christmas tree celebration at the Harris Creek School, a fight broke out in the room packed with children and visitors. William Benedict, Sr. was instantly killed, William Benedict, Jr. was shot in the ankle, Bourdon Galloway was shot in the right arm, and Mike Gaddis was shot in the leg. Many others were injured. Thomas Thornton had been drinking and objected to Benedict telling him to calm down. Thornton's brother George left the room and returned with a revolver.[61]
1917-06-05T05:00:00.000Z	0	1	Harrisburg, Pennsylvania	16-year-old freshman Earl Wolf was accidentally shot in the leg with a revolver about noon, in the company of classmates at Central High School.[62]
1917-10-28T05:00:00.000Z	1	0	Chicago, Illinois	Brothers 16-year-old William and 15-year-old Ralph Carter broke into the May public school, robbing the phone boxes and teachers' desks. When they were discovered by janitor Howard Parks and policeman Thomas Conway, the latter shot at them. William was critically wounded and not expected to live; Ralph Carter was taken to jail.[63]
1917-11-29T05:00:00.000Z	0	1	Manes, Missouri	At the Perkins school's Thanksgiving night pie supper, 21-year-old teacher Joe Todd, was mysteriously shot. He was expected to recover.[64]
1918-03-29T05:00:00.000Z	1	0	Jefferson City, Missouri	At the Lincoln Institute, State Negro Normal School, 31-year-old Professor Romeo West, was killed in the dormitory by superintendent of school Theodore Martin. They were arguing about dishes to use at a social. Martin said he shot in self-defense, fatally hitting West with three of five shots.[65]
1918-04-06T04:00:00.000Z	1	0	Reeder, North Dakota	During the afternoon recess, a boy was looking over a 22-caliber rifle; it discharged, striking the head of the Coyne boy in the seat to the front, killing him instantly.[66]
1919-01-09T05:00:00.000Z	0	0	Monroe City, Missouri	While school was in session, Hugh Claggett shot through the school house's front door, while on his way home from work. No one was hurt, and he was fined $20.[67]
1919-04-12T04:00:00.000Z	0	1	Ogden City, Utah	During a high school assembly, six boys shot off their guns. Permission had been given in the belief the guns were loaded with blanks, but they had live shot. Teacher Verna Davidson was shot in the foot.[68]
1919-08-04T04:00:00.000Z	0	2	Berkeley, California	Roger Sprague, an assistant in the department of chemistry at the University of California, despondent over his inability to obtain a position, shot and wounded 59-year-old Professor Edmond O'Neill, head of department, and 37-year-old Dr. Joel Henry Hildebrand, professor of chemistry, in the offices of Gilman Hall. He went to California Hall and shot at 57-year-old May L. Cheney, appointment secretary, but hit only one of her hair combs before he was subdued.[69]
1920-02-14T05:00:00.000Z	0	1	Durant, Oklahoma	At the Durant Normal School, teacher Albert McFarland, was seriously wounded by one of his pupils.[70]
1920-03-04T05:00:00.000Z	0	1	Cincinnati, Ohio	14-year-old student Lawrence Angel shot his teacher, Beatrice Conner, through the arm for sending him to the principal's office.[71]
1920-05-01T04:00:00.000Z	0	0	Summerville, Georgia	At the High School, 15-year-old student Alexander Potter fired six shots at his teacher, Prof. Ransom, but missed. Potter was upset over having been whipped and expelled. He was sentenced to six years at a reform school.[72]
1920-05-15T04:00:00.000Z	1	0	Bowling Green, Ohio	While attending her son's school track meet, Mrs. F. Mahl was killed accidentally by a shot from the starter's pistol.[73]
1920-08-01T04:00:00.000Z	0	1	Ogden, Utah	Mike Smults, the night watchman at the Utah school for the Deaf and Blind, shot a 10-year-old boy, Dennis McDonald, as he and his brother Clinton cut through the campus. The watchman said he fired into the air as a warning.[74]
1920-10-22T04:00:00.000Z	0	1	Chicago, Illinois	Mrs. Carmila Rindoni went to the school and twice shot Rosalind I. Reynolds, her son's teacher, for spanking her son the day before. Mrs. Rindoni was arrested; Miss Reynolds was expected to recover.[75]
1920-11-04T05:00:00.000Z	1	0	Middlesboro, Kentucky	Prof. Barnes of Middlesboro High School was fatally shot by Adolphus Oaks for whipping Oaks' sister the week before. Barnes had submitted his resignation to the school board, as students had boycotted his class in protest over the whipping. He intended to leave the city that weekend. Oaks went to jail.[76]
1922-02-17T05:00:00.000Z	2	0	Valdosta, Georgia	John Glover broke into the schoolhouse, where he killed a girl and fatally wounded a boy. A mob tracked and killed Glover 7 miles (11 km) in Indianola (now Naylor, Georgia).[77]
1922-08-01T04:00:00.000Z	1	0	Ardmore, Oklahoma	Bryant Hignight and four other students were at the outhouse of the Mount Zion school. Hignight fired two shots. One instantly killed Raymond Guinn. When questioned, the other three boys said it was an accident.[78]
1926-12-29T05:00:00.000Z	0	1	Gettysburg, Pennsylvania	12-year-old Frederick Heilman was shot through the right instep when Gettysburg College janitor Joseph Carver fired toward a group of boys trying to force their way into the college gymnasium. Carver had shot into the ground, and did not realize a bullet had ricocheted. Heilman's father did not press charges.[79]
1930-05-22T04:00:00.000Z	1	0	Ringe, Minnesota	24-year-old Douglas Petersen, killed 20-year-old teacher, Margaret Wegman, who was standing in the doorway of a rural schoolhouse.[80]
1931-05-28T04:00:00.000Z	1	0	Duluth, Minnesota	Katherine McMillen, 24-year-old teacher at the Howard Gensen rural school near Duluth, was accidentally killed by a pupil who brought a revolver to school.[81]
1934-09-14T04:00:00.000Z	1	0	Gill, Massachusetts	Headmaster Elliott Speer was murdered by a shotgun blast through the window at Northfield Mount Hermon School. The crime was never solved.[82]
1936-06-04T04:00:00.000Z	2	0	Bethlehem, Pennsylvania	Wesley Clow killed his Lehigh University English instructor, C. Wesley Phy, for giving him a failing grade. Clow committed suicide after shooting Phy.[83]
1937-06-04T04:00:00.000Z	1	0	Isabel, Kansas	16-year-old Robert Douthitt was accidentally killed backstage during high school play practice. The revolver was to have been loaded with blanks, but it held live ammunition.[84]
1937-09-24T04:00:00.000Z	0	2	Toledo, Ohio	12-year-old Robert Snyder wounded his principal, June Mapes, in her office at Arlington Public School when she declined his request to call a classmate. He fled the grounds and wounded himself.[85]
1938-01-24T05:00:00.000Z	1	0	Blencoe, Iowa	17-year-old Edward Marley was accidentally killed by a fellow actor with a loaded gun while rehearsing for a play at Blencoe High School.[86]
1940-05-06T04:00:00.000Z	5	2	South Pasadena, California	Verlin Spencer, the 38-year-old principal of South Pasadena Junior High School, killed five of his colleagues and left another seriously injured in shootings at two locations. Spencer had a long history of clashes with faculty and staff and was forced to serve a three-week involuntary leave of absence the year prior. When cornered by police, he shot himself in a suicide attempt but survived and was sentenced to 5 consecutive life sentences. Three years later, Spencer learned that the blood sample taken after his arrest was found to have high levels of bromide, a popular painkiller he took for headaches. While the amount was high enough to render him legally insane at the time of the shooting, he did not receive a retrial. but was released from in prison in 1970.[87][88][89]
1940-07-04T04:00:00.000Z	1	0	Valhalla, New York	Angered by the refusal of his daughter, 15-year-old Melba, to leave a boarding school and return home, 47-year-old Joseph Moshell went to the school and shot and killed his daughter.[90] Moshell was sentenced to death for the murder; the governor of New York later commuted his sentence to life in prison.[91]
1942-10-02T04:00:00.000Z	1	0	New York City, New York	Irwin Goodman, 36-year-old mathematics teacher at William J. Gaynor Junior High School, was shot and killed in the school corridor by two boys.[92]
1946-06-26T04:00:00.000Z	0	1	New York City, New York	A 15-year-old student was shot in the chest at the PS 147 annex of Brooklyn Automotive Trades High School after refusing to give money to a gang of seven youths.[93]
1948-12-24T05:00:00.000Z	1	0	New York City, New York	A 14-year-old student was fatally wounded in the head by a shot from fellow student, 17-year-old Robert Ross, when he happened into range where Ross was target shooting near a lake at the school.[94]
1949-03-11T05:00:00.000Z	0	1	New York City, New York	"A 16-year-old student at Stuyvesant High School was accidentally shot in the arm by a fellow student who was ""showing off"" with a pistol in a classroom.[95]"
1949-11-12T05:00:00.000Z	1	0	Columbus, Ohio	Ohio State University freshman James Heer took a .45 caliber handgun from the room of a Delta Tau Delta fraternity brother and killed 21-year-old Jack McKeown, a senior and fraternity brother.[96] Heer was sentenced to life in prison for the crime.[97]
1949-11-18T05:00:00.000Z	1	0	Chicago, Illinois	16-year old LaVon Cain of DuSable High School was shot to death at the school after a group of female students began shooting at another group of female students. The shooting was over domestic disputes that had occurred days prior. 19-year-old Edwina Howard and two other teenage girls were charged in the shooting.[98] The shooting was noted as one of the first fatal shootings in a Chicago public school.[99]
1950-07-22T04:00:00.000Z	0	1	New York City, New York	A 16-year-old boy was shot in the wrist and abdomen at the PS 141 dance during an argument with a former classmate.[100]
1951-01-24T05:00:00.000Z	1	0	Alton, Illinois	61-year-old Henry Suhre, quartermaster at Western Military Academy, was killed in the cadet store on campus.[101]
1951-03-12T05:00:00.000Z	2	0	Union Mills, North Carolina	Professor W.E. Sweatt, superintendent and teacher at the Alexander School, was killed by 16-year-old Billy Ray Powell and 19-year-old Hugh Justice, students whom he had reprimanded. The boys fled and also shot Wade Johnson, 15, for reporting their rule infraction to Sweatt.[102]
1951-11-27T05:00:00.000Z	1	0	St. Louis, Missouri	15-year-old student David Brooks was fatally shot in front of other pupils. Two former students were sought by police.[103]
1952-04-09T05:00:00.000Z	1	0	New York City, New York	A 15-year-old boarding school student shot a dean rather than give up his pin-up pictures of girls in bathing suits.[104]
1952-07-14T04:00:00.000Z	1	0	New York City, New York	Bayard Peakes shot and killed secretary Eileen Fahey at the American Physical Society (APS) office at Columbia University, where he was reportedly upset that the APS had rejected a paper of his.[105] Peakes was deemed insane by a judge; he was held at an asylum for the criminally insane until his death in 2000.[106]
1953-10-02T05:00:00.000Z	1	0	Chicago, Illinois	14-year-old Bernice Turner killed 14-year-old Pasquale Coletta inside the science classroom at Kelly High School. The shooting was later ruled to be accidental.[107]
1954-03-31T05:00:00.000Z	1	0	Newton, Massachusetts	14-year-old John Frankenberger was accidentally killed in a classroom at Day Junior High School when a pistol held by a classmate discharged.[108]
1954-05-15T04:00:00.000Z	1	2	Chapel Hill, North Carolina	Putnam Davis Jr. was killed during a fraternity house carnival at the Phi Delta Theta house at the University of North Carolina. William Joyner and Allen Long were wounded during the exchange of gunfire in their room. The incident followed an all-night beer party. Long told police that Davis pulled out a gun and started shooting while the three were drinking beer at 7 a.m.[109]
1955-01-11T05:00:00.000Z	1	0	Swarthmore, Pennsylvania	After some of his dormmates urinated on his mattress during a hazing, Robert B. Bechtel, a 22-year-old student proctor at Swarthmore College, returned to his Wharton Hall dorm with a shotgun and killed fellow student 19-year-old Francis Holmes Strozier.[110] Betchtel was acquitted of murder by reason of insanity and spent five years in a psychiatric hospital.[111]
1956-05-04T04:00:00.000Z	1	2	Seat Pleasant, Maryland	15-year-old student Billy Ray Prevatte fatally shot 32-year-old teacher Frazer Cameron and injured 25-year-old athletic coach Francis Daniel Wagner and 31-year-old teacher Robert Hicks at Maryland Park Junior High School. He left after waiting outside the principal's office for a reprimand due to failing to turn in a written physical education assignment; he returned with a rifle, shooting the three staff members.[112] Prevatte was sentenced to thirty years in prison and was released in 1988.[113]
1956-10-20T04:00:00.000Z	0	1	New York City, New York	A Booker T. Washington Junior High School student was shot and wounded in the forearm by another student armed with a homemade weapon.[114]
1957-10-02T04:00:00.000Z	0	1	New York City, New York	A 16-year-old student was shot in the leg by a 15-year-old classmate at a city high school.[115]
1958-03-04T05:00:00.000Z	0	1	New York City, New York	A 17-year-old student shot the future major league baseball player Joe Pepitone (who was also 17 years old at the time) through his stomach at the Manual Training High School.[116][117]
1958-05-01T04:00:00.000Z	1	0	Massapequa, New York	A 15-year-old Massapequa High School freshman was killed by a classmate in a washroom.[118]
1959-09-24T04:00:00.000Z	1	0	New York City, New York	Twenty-seven men and boys were arrested and an arsenal was seized in the Bronx as the police headed off a gang war resulting from the fatal shooting of a teenager at Morris High School.[119]
1960-02-02T05:00:00.000Z	3	0	Hartford City, Indiana	Hartford City, Indiana, Principal Leonard Redden shot and killed two teachers with a shotgun at William Reed Elementary School before fleeing into a remote forest, where he committed suicide.[120]
1960-03-30T05:00:00.000Z	1	0	Alice, Texas	14-year-old Donna Dvorak brought a target pistol to Dubose Junior High School and fatally shot 15-year-old Bobby Whitford in their 9th-grade science class. Dvorak believed Whitford posed a threat to one of her girlfriends.[121]
1960-06-07T04:00:00.000Z	2	0	Blaine, Minnesota	41-year-old mail carrier Lester Betts confronted 33-year-old principal Carson Hammond in his Blaine Elementary School office and shot him dead with a 12-gauge shotgun in apparent jealousy over Hammond's relationships with his former wife. Betts later committed suicide.[122][123]
1961-01-04T05:00:00.000Z	1	0	Delmont, South Dakota	Donald Kurtz, a 17-year-old senior at Delmont High School, was fatally wounded by a .22 caliber bullet from a rifle. The shot, intended as a sound effect for a school play, hit him in the chest during a rehearsal minutes before the play was to take place.[124]
1961-10-17T04:00:00.000Z	1	2	Denver, Colorado	14-year-old Tennyson Beard got into an argument with 15-year-old William Hachmeister at Morey Junior High School, shooting and wounding him. Another shot fatally struck 14-year-old Deborah Faith Humphrey. Beard attempted suicide but survived. He was later found not guilty by reason of insanity.[125][126]
1963-11-05T05:00:00.000Z	0	1	Cedar Rapids, Iowa	15-year-old Augie Holmquist, a student at Jefferson High School, was in the locker room after swimming class and was shot twice in the back and once in the hip with a .22 caliber revolver by student, 16-year-old Randy Schultz. Schultz ran home and told his parents to call the police. The boys had been playing water polo, and Holmquist had reportedly dunked Shultz. When Schultz objected, Holmquist hit him. Schultz retaliated with a gun.[127]
1966-04-27T04:00:00.000Z	1	0	Bay Shore, New York	48-year-old teacher John S. Lane was fatally wounded when he tried to stop 16-year-old student James Arthur Frampton, who was armed with a shotgun and seeking boys he had argued with earlier that day. Lane died about six weeks later.[128] Frampton was sentenced to thirty years in prison for the murder.[129]
1966-08-01T04:00:00.000Z	18	31	Austin, Texas	University of Texas tower shooting: 25-year-old engineering student Charles Whitman fatally shot 15 people and wounded 31 more during a 96-minute shooting rampage from the observation deck of the university. He was shot and killed by police. He had earlier murdered his wife and his mother at their homes.[130][131][132] It was the deadliest shooting on a U.S. college campus until the Virginia Tech shooting in 2007.
1966-10-05T04:00:00.000Z	1	1	Grand Rapids, Minnesota	Grand Rapids High School student 15-year-old David Black killed school administrator Forrest Willey and seriously wounded a fellow student, 14-year-old Kevin Roth.[133][134] Black was tried as an adult and was paroled after serving five years of a 25 year sentence.[135]
1966-11-12T05:00:00.000Z	5	2	Mesa, Arizona	18-year-old Bob Smith took seven people hostage at Rose-Mar College of Beauty and ordered them to lie down in a circle. He shot each in the head. Four women and a 3-year-old girl died; another woman and a baby were injured but survived. Police arrested Smith, who reportedly admired Richard Speck and Charles Whitman.[136] Smith was sentenced to death in Arizona's gas chamber, but his sentence was commuted to life when the U.S. Supreme Court ruled the death penalty unconstitutional in 1972.
1967-05-03T04:00:00.000Z	1	1	Northlake, Illinois	18-year-old dropout Michael Pisarski killed his former girlfriend, 17-year-old Christine Mitchell, inside West Leyden High School. The school's athletic director was wounded.[137] Pisarski was sentenced to a minimum of 35 years to a maximum of 60 years in prison, with 4–5 years to be served concurrently for the aggravated battery of the athletic director.[138][139]
1968-01-30T05:00:00.000Z	1	0	Miami, Florida	16-year-old Blanche Ward killed fellow student 16-year-old Linda Lipscomb at Miami Jackson High School. According to Ward, she was threatened with a razor by Lipscomb during an argument over a fountain pen, and in the ensuing struggle, her gun went off.[140] Ward pled guilty to manslaughter and was sentenced to 8 years in prison.[141]
1968-03-25T05:00:00.000Z	1	0	High Point, North Carolina	15-year-old David Lee Walker was killed just outside Central High School by 15-year-old Gerald Locklear.[142] Locklear was tried as an adult and was sentenced to 30 years in prison but was released after serving only 11.[143]
1968-05-22T04:00:00.000Z	0	2	Miami, Florida	Ernest Lee Grissom, a 15-year-old student at Drew Junior High School, seriously wounded a teacher and a 13-year-old student after he had been reprimanded for behavior.[144]
1969-01-17T05:00:00.000Z	2	0	Los Angeles, California	Alprentice Carter and John Huggins, two student members of the Black Panther Party, were fatally shot during a student meeting inside Campbell Hall at the University of California, Los Angeles. Reportedly there was disagreement over who would control the school's African American Studies Center. The shooter, Claude Hubert, was never found; three other men were later arrested in connection with the shooting.[145]
